	0.0	9.1257	18.221399999938964	27.3713	36.47509999993896	45.6225	54.7408	63.8561	72.9498	82.0572	91.2237	100.30689999993896	109.394	118.59649999993897	127.6413	136.849	145.8897	155.0291	164.141	173.2948	182.3783	191.4973	200.5977	209.7427	218.8456	227.9041	237.0939	246.248	255.3294	264.4788	273.6071	282.701199999939	291.855	300.8759	309.96899999993894	319.1806	328.3432	337.4445	346.5167	355.7213	364.7658	373.9678	382.9967	392.1396	401.2459	410.3896	419.4753	428.596999999939	437.724	446.8694	455.9516	465.0972	474.2	483.3488	492.48259999993894	501.6151	510.6606	519.7631	528.9679999999389	538.0209999999389	547.2274	556.2695	565.3905	574.494499999939	583.6055	592.6805	601.7956	610.905	620.0703	629.2274999999389	638.331	647.4748	656.5965	665.7287	674.8612	683.973699999939	693.0966	702.2212	711.3036	720.4688999999389	729.5949	738.5758	747.7862	756.8185	766.0136	775.0767	784.1952999999389	793.3079999999389	802.4066	811.6078999999389	820.6802	829.7832	838.9921	848.0295	857.1606	866.2669	875.4116	884.512699999939	893.6309	902.8619	
176.36	-34.63	59.48	26.75	-44.64	7.19	6.52	-10.00	-16.59	-45.84	-21.65	18.09	-2.96	31.11	-27.51	19.51	-36.19	-22.60	9.73	6.21	-2.32	7.94	-6.17	-8.14	-7.29	-11.32	20.24	-11.20	-25.71	14.48	-45.96	-26.38	-11.01	9.77	20.38	-11.62	35.40	-30.48	0.70	-18.11	22.01	6.90	8.23	-30.20	35.94	-7.51	-33.67	-53.69	13.38	15.79	64.62	-22.83	-22.68	-14.89	-47.40	-25.48	-1.37	37.68	28.55	19.47	3.88	11.57	48.46	-8.58	-2.45	15.39	-31.85	-0.62	35.63	-50.58	-56.72	4.47	-52.49	38.05	-43.85	-22.28	21.25	-9.36	7.19	-25.22	21.87	-5.09	-2.31	11.41	-22.19	5.01	-28.16	-4.41	4.65	-5.39	2.23	-6.34	-8.45	57.07	-24.20	-28.87	-12.04	4.53	40.39	69.32	-22.75
176.57	-34.63	59.48	26.75	-44.64	7.19	6.52	-10.00	-16.59	-45.84	-21.65	18.09	-2.96	31.11	-27.51	19.51	-36.19	-22.60	9.73	6.21	-2.32	7.94	-6.17	-8.14	-7.29	-11.32	20.24	-11.20	-25.71	14.48	-45.96	-26.38	-11.01	9.77	20.38	-11.62	35.40	-30.48	0.70	-18.11	22.01	6.90	8.23	-30.20	35.94	-7.51	-33.67	-53.69	13.38	15.79	64.62	-22.83	-22.68	-14.89	-47.40	-25.48	-1.37	37.68	28.55	19.47	3.88	11.57	48.46	-8.58	-2.45	15.39	-31.85	-0.62	35.63	-50.58	-56.72	4.47	-52.49	38.05	-43.85	-22.28	21.25	-9.36	7.19	-25.22	21.87	-5.09	-2.31	11.41	-22.19	5.01	-28.16	-4.41	4.65	-5.39	2.23	-6.34	-8.45	57.07	-24.20	-28.87	-12.04	4.53	40.39	69.32	-22.75
176.79	-34.63	59.48	26.75	-44.64	7.19	6.52	-10.00	-16.59	-45.84	-21.65	18.09	-2.96	31.11	-27.51	19.51	-36.19	-22.60	9.73	6.21	-2.32	7.94	-6.17	-8.14	-7.29	-11.32	20.24	-11.20	-25.71	14.48	-45.96	-26.38	-11.01	9.77	20.38	-11.62	35.40	-30.48	0.70	-18.11	22.01	6.90	8.23	-30.20	35.94	-7.51	-33.67	-53.69	13.38	15.79	64.62	-22.83	-22.68	-14.89	-47.40	-25.48	-1.37	37.68	28.55	19.47	3.88	11.57	48.46	-8.58	-2.45	15.39	-31.85	-0.62	35.63	-50.58	-56.72	4.47	-52.49	38.05	-43.85	-22.28	21.25	-9.36	7.19	-25.22	21.87	-5.09	-2.31	11.41	-22.19	5.01	-28.16	-4.41	4.65	-5.39	2.23	-6.34	-8.45	57.07	-24.20	-28.87	-12.04	4.53	40.39	69.32	-22.75
177.00	-12.10	20.57	-10.12	-30.30	-37.87	-34.44	-16.14	85.81	5.36	-11.41	-57.68	-35.73	-28.28	-7.03	25.66	6.81	-36.94	34.31	-67.52	5.87	-80.12	22.50	24.63	-7.29	-62.52	-0.24	-3.00	-5.23	-55.15	-52.11	-42.76	-76.54	32.30	30.62	-97.63	-28.09	6.38	-36.17	-22.20	-6.67	-17.67	-18.39	-22.01	-119.70	6.83	-35.72	36.42	-35.77	50.60	5.23	16.09	3.95	-14.89	22.23	-29.58	-23.89	-25.80	-14.46	-62.44	-35.03	-8.91	3.40	-63.87	-22.92	-11.23	5.01	9.62	17.20	-7.57	31.34	14.71	-17.67	-0.86	-0.84	-38.66	70.40	-19.60	-1.01	-8.84	-12.95	-72.67	-53.51	-11.12	33.10	37.78	25.08	-4.41	2.61	-29.96	-38.73	-28.87	-41.22	-59.66	6.52	-35.01	-55.05	8.63	-41.53	-76.09	-26.85
177.22	-28.49	18.52	-1.92	-9.82	-25.58	33.14	-7.95	-10.45	15.60	54.12	-37.20	-11.16	-28.28	5.25	-3.02	51.87	47.03	36.35	2.11	-16.66	-22.78	4.07	-45.01	17.29	17.35	28.44	56.39	-50.28	2.20	-15.24	6.39	44.29	11.82	6.04	10.91	27.21	-20.24	-40.26	-44.73	-35.34	39.67	16.42	-1.53	-39.83	31.40	33.91	-0.45	76.87	-4.69	-0.92	3.80	-14.48	5.59	-6.44	3.19	-5.46	21.30	-6.27	21.52	55.08	-23.25	-45.75	-2.43	7.79	1.06	-17.51	-39.53	-36.04	-54.67	-28.05	49.52	45.81	-33.62	-17.23	14.58	13.06	-9.36	-11.25	-0.65	15.73	23.58	24.31	29.84	-28.34	-27.75	55.80	32.46	8.75	29.43	-10.05	22.33	30.46	-94.48	8.56	3.90	22.78	0.43	-8.76	65.22	22.30
177.44	-38.73	34.91	10.36	12.71	-13.29	41.33	39.15	-47.31	3.31	-9.36	-41.30	9.32	53.63	9.35	-89.03	-32.10	63.41	-2.56	-36.80	-6.42	40.71	-10.26	4.15	-9.33	33.74	38.68	7.24	31.64	-44.91	-48.01	55.54	-6.91	-8.66	10.14	-54.62	-21.94	6.38	33.46	-28.35	-88.58	11.00	-59.35	68.10	-21.40	-7.51	-5.00	17.98	50.24	-6.74	5.23	-14.63	-22.68	-18.99	-71.98	-0.91	-34.13	-17.61	42.88	-31.72	20.27	7.47	-10.93	32.38	-24.97	-37.86	5.01	-33.39	54.07	84.59	29.29	4.47	-9.48	-9.05	21.68	-38.66	-19.71	-11.41	80.91	5.50	34.16	-31.71	12.03	-37.74	-3.76	13.21	10.75	-6.45	-24.02	41.72	26.81	-30.92	1.79	61.17	67.96	3.90	33.02	-28.24	5.57	-39.22	-10.46
177.65	71.87	-20.39	26.75	-7.77	66.58	8.56	28.91	10.03	7.41	-1.17	22.19	11.37	49.54	58.50	-21.45	33.44	26.55	17.92	4.16	-35.09	-4.34	-8.22	-16.33	66.44	23.50	-28.91	9.28	27.54	-22.38	-33.67	4.34	52.48	-6.62	-16.48	-3.43	-17.85	-61.20	-1.35	10.56	-16.91	27.38	-18.39	53.77	7.27	-62.80	1.14	-18.88	19.52	28.08	81.00	11.99	-47.25	-23.09	20.18	17.53	6.83	-19.66	44.93	-29.68	-2.26	32.05	-8.89	9.86	-6.54	35.87	-11.37	50.58	21.30	64.11	-30.10	-26.25	15.09	33.96	-33.61	41.21	23.30	0.88	-60.40	13.69	23.92	70.69	-0.26	-2.93	-9.90	19.35	-32.26	-10.55	-32.21	6.90	-16.20	20.28	-10.50	44.78	43.38	1.85	-28.42	-46.67	-23.10	40.65	-30.94
177.87	-34.63	-4.00	18.56	-1.63	-5.10	10.61	-26.38	3.89	25.84	25.45	34.48	-19.35	-50.81	-27.51	-13.26	-11.62	38.84	9.73	69.69	36.59	5.90	12.26	-4.05	-42.10	-23.61	-49.39	-52.15	13.21	-8.04	1.14	-36.62	23.81	20.01	-4.20	-28.00	-15.80	-22.29	-5.45	-26.30	3.57	8.95	57.38	2.57	35.94	-11.61	52.34	11.84	23.62	-45.65	-9.11	42.71	-0.15	36.30	-47.40	7.29	2.73	86.83	26.50	27.67	18.22	42.29	36.17	48.77	67.19	-5.09	31.64	-14.96	19.25	-40.34	-32.15	8.56	43.76	11.43	70.83	-59.14	11.01	-23.69	21.52	-6.79	21.87	19.49	-10.50	-72.56	-5.81	39.83	10.75	7.88	14.89	-11.53	2.23	-14.53	24.31	-14.61	12.66	-22.73	-20.23	12.72	19.91	-20.79	-22.75
178.08	20.67	-40.87	32.89	-3.68	-31.72	12.66	-18.19	-8.40	-23.31	17.26	-6.48	-9.11	31.11	25.73	21.56	4.77	1.97	9.73	24.64	12.01	1.80	2.02	-16.33	31.63	-48.18	-4.33	3.14	7.06	-26.47	31.86	18.68	13.57	-2.52	20.38	-21.86	8.78	37.10	21.17	43.33	-49.67	56.05	-4.06	0.52	48.23	-30.04	-15.24	17.98	-3.00	17.84	11.37	20.18	-37.01	3.54	18.13	23.67	25.26	-29.90	-12.41	44.05	5.93	-10.96	-6.84	18.05	42.61	-19.42	35.73	5.52	-17.61	-13.72	-23.96	-20.11	35.57	3.24	-70.47	51.45	72.45	-5.26	-37.87	-47.75	-47.76	-17.38	-26.88	-43.89	20.81	29.59	37.37	14.03	27.18	-42.25	-116.55	-0.20	-71.94	-16.66	82.29	26.43	4.34	-20.05	-4.67	38.60	-4.32
178.30	12.47	4.19	-51.08	-28.25	-52.20	22.90	-44.82	-4.31	7.41	17.26	3.76	-31.63	-9.85	46.21	33.85	-19.81	18.36	-23.04	45.12	-49.42	67.33	-12.31	20.53	-7.29	11.21	46.87	66.63	58.26	28.82	-35.72	4.34	-72.45	-45.53	6.04	-9.57	64.07	-65.30	-3.40	-28.35	-12.81	64.24	73.76	2.57	-37.78	-15.70	-17.29	9.79	48.20	-19.03	9.32	32.47	-8.34	9.68	36.57	-31.63	-1.37	-27.85	40.84	23.57	-24.79	38.19	30.02	-45.44	1.65	-13.28	-50.28	11.67	-17.61	10.86	-23.96	-40.59	-64.78	25.77	-15.18	-63.24	-7.42	47.98	52.24	13.69	-33.43	46.11	55.03	5.26	24.91	0.92	-1.54	18.12	-32.21	-40.20	0.19	-20.68	18.17	69.36	-38.54	26.43	8.44	6.58	-19.00	-53.56	-20.70
